IMAGE_VERSION_1,IMAGE_VERSION_2,IMAGE_VERSION_3,year,season,productType,section,IMGName1,IMGName2,IMGName3,predictedClothingType
https://static.zara.net/photos///2024/V/0/3/p/5767/521/712/2/w/2048/5767521712_6_1_1.jpg?ts=1707751045954,https://static.zara.net/photos///2024/V/0/3/p/5767/521/712/2/w/2048/5767521712_6_2_1.jpg?ts=1707751045737,https://static.zara.net/photos///2024/V/0/3/p/5767/521/712/2/w/2048/5767521712_3_1_1.jpg?ts=1707751046435,2024,V,0.0,3.0,0_1_2024_V_0_3.jpg,0_2_2024_V_0_3.jpg,0_3_2024_V_0_3.jpg,pajama
https://static.zara.net/photos///2024/V/0/3/p/5536/532/658/2/w/2048/5536532658_6_1_1.jpg?ts=1710428896326,https://static.zara.net/photos///2024/V/0/3/p/5536/532/658/2/w/2048/5536532658_6_2_1.jpg?ts=1710428896373,https://static.zara.net/photos///2024/V/0/3/p/5536/532/658/2/w/2048/5536532658_3_1_1.jpg?ts=1710428894764,2024,V,0.0,3.0,1_1_2024_V_0_3.jpg,1_2_2024_V_0_3.jpg,1_3_2024_V_0_3.jpg,swimming trunks
https://static.zara.net/photos///2024/V/0/1/p/2893/010/818/17/w/2048/2893010818_1_1_1.jpg?ts=1713965800221,https://static.zara.net/photos///2024/V/0/1/p/2893/010/818/17/w/2048/2893010818_2_1_1.jpg?ts=1713965805677,https://static.zara.net/photos///2024/V/0/1/p/2893/010/818/2/w/2048/2893010818_3_1_1.jpg?ts=1708506892071,2024,V,0.0,1.0,2_1_2024_V_0_1.jpg,2_2_2024_V_0_1.jpg,2_3_2024_V_0_1.jpg,sleeping bag
https://static.zara.net/photos///2024/V/0/2/p/4432/475/922/2/w/2048/4432475922_6_1_1.jpg?ts=1710489196217,https://static.zara.net/photos///2024/V/0/2/p/4432/475/922/2/w/2048/4432475922_6_2_1.jpg?ts=1710489196510,https://static.zara.net/photos///2024/V/0/2/p/4432/475/922/2/w/2048/4432475922_3_1_1.jpg?ts=1710489197564,2024,V,0.0,2.0,3_1_2024_V_0_2.jpg,3_2_2024_V_0_2.jpg,3_3_2024_V_0_2.jpg,jean
https://static.zara.net/photos///2024/V/0/2/p/0722/407/802/2/w/2048/0722407802_6_1_1.jpg?ts=1706778286656,https://static.zara.net/photos///2024/V/0/2/p/0722/407/802/2/w/2048/0722407802_6_2_1.jpg?ts=1706778287492,https://static.zara.net/photos///2024/V/0/2/p/0722/407/802/2/w/2048/0722407802_3_1_1.jpg?ts=1706778286615,2024,V,0.0,2.0,4_1_2024_V_0_2.jpg,4_2_2024_V_0_2.jpg,4_3_2024_V_0_2.jpg,sweatshirt
https://static.zara.net/photos///2024/V/0/2/p/9621/451/406/2/w/2048/9621451406_6_1_1.jpg?ts=1708614924346,https://static.zara.net/photos///2024/V/0/2/p/9621/451/406/2/w/2048/9621451406_6_2_1.jpg?ts=1708614924551,https://static.zara.net/photos///2024/V/0/2/p/9621/451/406/2/w/2048/9621451406_3_1_1.jpg?ts=1708614926555,2024,V,0.0,2.0,5_1_2024_V_0_2.jpg,5_2_2024_V_0_2.jpg,5_3_2024_V_0_2.jpg,suit
https://static.zara.net/photos///2023/I/0/3/p/2335/330/658/2/w/2048/2335330658_6_1_1.jpg?ts=1697035257419,https://static.zara.net/photos///2023/I/0/3/p/2335/330/658/2/w/2048/2335330658_6_2_1.jpg?ts=1697035256927,https://static.zara.net/photos///2023/I/0/3/p/2335/330/658/2/w/2048/2335330658_3_1_1.jpg?ts=1697035257225,2023,I,0.0,3.0,6_1_2023_I_0_3.jpg,6_2_2023_I_0_3.jpg,6_3_2023_I_0_3.jpg,velvet
https://static.zara.net/photos///2024/V/0/1/p/5536/006/712/2/w/2048/5536006712_1_1_1.jpg?ts=1706274640339,https://static.zara.net/photos///2024/V/0/1/p/5536/006/712/2/w/2048/5536006712_2_1_1.jpg?ts=1706274640085,https://static.zara.net/photos///2024/V/0/1/p/5536/006/712/2/w/2048/5536006712_3_1_1.jpg?ts=1706197134291,2024,V,0.0,1.0,8_1_2024_V_0_1.jpg,8_2_2024_V_0_1.jpg,8_3_2024_V_0_1.jpg,miniskirt
https://static.zara.net/photos///2024/V/0/3/p/3153/002/630/2/w/2048/3153002630_6_1_1.jpg?ts=1712070309964,https://static.zara.net/photos///2024/V/0/3/p/3153/002/630/2/w/2048/3153002630_6_2_1.jpg?ts=1712070310260,https://static.zara.net/photos///2024/V/0/3/p/3153/002/630/2/w/2048/3153002630_3_1_1.jpg?ts=1712070309147,2024,V,0.0,3.0,10_1_2024_V_0_3.jpg,10_2_2024_V_0_3.jpg,10_3_2024_V_0_3.jpg,velvet
https://static.zara.net/photos///2024/V/0/1/p/2910/009/051/17/w/2048/2910009051_1_1_1.jpg?ts=1710424540258,https://static.zara.net/photos///2024/V/0/1/p/2910/009/051/17/w/2048/2910009051_2_2_1.jpg?ts=1710424540535,https://static.zara.net/photos///2024/V/0/1/p/2910/009/051/2/w/2048/2910009051_3_1_1.jpg?ts=1709899261786,2024,V,0.0,1.0,11_1_2024_V_0_1.jpg,11_2_2024_V_0_1.jpg,11_3_2024_V_0_1.jpg,bikini
https://static.zara.net/photos///2023/I/1/3/p/1120/230/002/2/w/2048/1120230002_6_1_1.jpg?ts=1689164071469,https://static.zara.net/photos///2023/I/1/3/p/1120/230/002/2/w/2048/1120230002_6_2_1.jpg?ts=1689164071456,https://static.zara.net/photos///2023/I/1/3/p/1120/230/002/2/w/2048/1120230002_3_1_1.jpg?ts=1683629514201,2023,I,1.0,3.0,12_1_2023_I_1_3.jpg,12_2_2023_I_1_3.jpg,12_3_2023_I_1_3.jpg,purse
https://static.zara.net/photos///2024/V/1/3/p/6687/330/002/2/w/2048/6687330002_6_1_1.jpg?ts=1713279944500,https://static.zara.net/photos///2024/V/1/3/p/6687/330/002/2/w/2048/6687330002_6_2_1.jpg?ts=1713279944295,https://static.zara.net/photos///2024/V/1/3/p/6687/330/002/2/w/2048/6687330002_3_1_1.jpg?ts=1713279944205,2024,V,1.0,3.0,13_1_2024_V_1_3.jpg,13_2_2024_V_1_3.jpg,13_3_2024_V_1_3.jpg,sandal
https://static.zara.net/photos///2023/I/0/3/p/9959/552/721/2/w/2048/9959552721_6_1_1.jpg?ts=1698929412065,https://static.zara.net/photos///2023/I/0/3/p/9959/552/721/2/w/2048/9959552721_6_2_1.jpg?ts=1698929412326,https://static.zara.net/photos///2023/I/0/3/p/9959/552/721/2/w/2048/9959552721_3_1_1.jpg?ts=1698929407195,2023,I,0.0,3.0,15_1_2023_I_0_3.jpg,15_2_2023_I_0_3.jpg,15_3_2023_I_0_3.jpg,swimming trunks
https://static.zara.net/photos///2024/V/0/3/p/1377/465/628/2/w/2048/1377465628_6_1_1.jpg?ts=1710348720219,https://static.zara.net/photos///2024/V/0/3/p/1377/465/628/2/w/2048/1377465628_6_2_1.jpg?ts=1710348720590,https://static.zara.net/photos///2024/V/0/3/p/1377/465/628/2/w/2048/1377465628_3_1_1.jpg?ts=1710348720190,2024,V,0.0,3.0,16_1_2024_V_0_3.jpg,16_2_2024_V_0_3.jpg,16_3_2024_V_0_3.jpg,miniskirt
https://static.zara.net/photos///2023/V/0/3/p/0485/633/300/2/w/2048/0485633300_6_1_1.jpg?ts=1681309241076,https://static.zara.net/photos///2023/V/0/3/p/0485/633/300/2/w/2048/0485633300_6_2_1.jpg?ts=1681309242636,https://static.zara.net/photos///2023/V/0/3/p/0485/633/300/2/w/2048/0485633300_3_1_1.jpg?ts=1679991575232,2023,V,0.0,3.0,17_1_2023_V_0_3.jpg,17_2_2023_V_0_3.jpg,17_3_2023_V_0_3.jpg,jersey
https://static.zara.net/photos///2024/V/0/1/p/2287/595/800/3/w/2048/2287595800_1_1_1.jpg?ts=1711529251643,https://static.zara.net/photos///2024/V/0/1/p/2287/595/800/3/w/2048/2287595800_2_1_1.jpg?ts=1711529252148,https://static.zara.net/photos///2024/V/0/1/p/2287/595/800/2/w/2048/2287595800_3_1_1.jpg?ts=1706539767884,2024,V,0.0,1.0,19_1_2024_V_0_1.jpg,19_2_2024_V_0_1.jpg,19_3_2024_V_0_1.jpg,swimming trunks
https://static.zara.net/photos///2024/V/0/2/p/1501/401/250/202/w/2400/1501401250_6_1_1.jpg?ts=1701183997273,https://static.zara.net/photos///2024/V/0/2/p/1501/401/250/202/w/2400/1501401250_6_2_1.jpg?ts=1701183997241,https://static.zara.net/photos///2024/V/0/2/p/1501/401/250/2/w/2400/1501401250_3_1_1.jpg?ts=1701183927096,2024,V,0.0,2.0,21_1_2024_V_0_2.jpg,21_2_2024_V_0_2.jpg,21_3_2024_V_0_2.jpg,jersey
https://static.zara.net/photos///2024/V/0/1/p/4661/315/600/2/w/2048/4661315600_1_1_1.jpg?ts=1711034041649,https://static.zara.net/photos///2024/V/0/1/p/4661/315/600/2/w/2048/4661315600_2_1_1.jpg?ts=1711034041177,https://static.zara.net/photos///2024/V/0/1/p/4661/315/600/2/w/2048/4661315600_3_1_1.jpg?ts=1711114191096,2024,V,0.0,1.0,22_1_2024_V_0_1.jpg,22_2_2024_V_0_1.jpg,22_3_2024_V_0_1.jpg,gown
https://static.zara.net/photos///2024/V/0/2/p/0679/416/251/2/w/2048/0679416251_6_1_1.jpg?ts=1714473878015,https://static.zara.net/photos///2024/V/0/2/p/0679/416/251/2/w/2048/0679416251_6_2_1.jpg?ts=1714473877883,https://static.zara.net/photos///2024/V/0/2/p/0679/416/251/2/w/2048/0679416251_3_1_1.jpg?ts=1714473877592,2024,V,0.0,2.0,23_1_2024_V_0_2.jpg,23_2_2024_V_0_2.jpg,23_3_2024_V_0_2.jpg,jersey
https://static.zara.net/photos///2024/V/0/3/p/2582/506/712/2/w/2048/2582506712_6_1_1.jpg?ts=1700479517929,https://static.zara.net/photos///2024/V/0/3/p/2582/506/712/2/w/2048/2582506712_6_2_1.jpg?ts=1700479517938,https://static.zara.net/photos///2024/V/0/3/p/2582/506/712/2/w/2048/2582506712_3_1_1.jpg?ts=1700479517336,2024,V,0.0,3.0,24_1_2024_V_0_3.jpg,24_2_2024_V_0_3.jpg,24_3_2024_V_0_3.jpg,Band Aid
https://static.zara.net/photos///2024/V/0/1/p/1736/013/700/18/w/2048/1736013700_2_1_1.jpg?ts=1709831847782,https://static.zara.net/photos///2024/V/0/1/p/1736/013/700/2/w/2048/1736013700_6_1_1.jpg?ts=1709054616288,https://static.zara.net/photos///2024/V/0/1/p/1736/013/700/2/w/2048/1736013700_3_1_1.jpg?ts=1709054615737,2024,V,0.0,1.0,25_1_2024_V_0_1.jpg,25_2_2024_V_0_1.jpg,25_3_2024_V_0_1.jpg,hair slide
https://static.zara.net/photos///2024/V/0/1/p/4786/055/802/2/w/2048/4786055802_1_1_1.jpg?ts=1712923262030,https://static.zara.net/photos///2024/V/0/1/p/4786/055/802/2/w/2048/4786055802_2_1_1.jpg?ts=1712923262108,https://static.zara.net/photos///2024/V/0/1/p/4786/055/802/2/w/2048/4786055802_3_1_1.jpg?ts=1712743908341,2024,V,0.0,1.0,26_1_2024_V_0_1.jpg,26_2_2024_V_0_1.jpg,26_3_2024_V_0_1.jpg,jean
https://static.zara.net/photos///2024/V/0/2/p/4285/498/401/2/w/2048/4285498401_6_1_1.jpg?ts=1706805340381,https://static.zara.net/photos///2024/V/0/2/p/4285/498/401/2/w/2048/4285498401_6_2_1.jpg?ts=1706805340401,https://static.zara.net/photos///2024/V/0/2/p/4285/498/401/2/w/2048/4285498401_3_1_1.jpg?ts=1706805340629,2024,V,0.0,2.0,27_1_2024_V_0_2.jpg,27_2_2024_V_0_2.jpg,27_3_2024_V_0_2.jpg,suit
https://static.zara.net/photos///2024/V/0/3/p/1716/327/621/2/w/2048/1716327621_6_1_1.jpg?ts=1711555021631,https://static.zara.net/photos///2024/V/0/3/p/1716/327/621/2/w/2048/1716327621_6_2_1.jpg?ts=1711555021509,https://static.zara.net/photos///2024/V/0/3/p/1716/327/621/2/w/2048/1716327621_3_1_1.jpg?ts=1711555021104,2024,V,0.0,3.0,29_1_2024_V_0_3.jpg,29_2_2024_V_0_3.jpg,29_3_2024_V_0_3.jpg,pajama
https://static.zara.net/photos///2024/V/0/1/p/4661/005/800/2/w/2048/4661005800_1_1_1.jpg?ts=1706628794635,https://static.zara.net/photos///2024/V/0/1/p/4661/005/800/2/w/2048/4661005800_2_1_1.jpg?ts=1706628794678,https://static.zara.net/photos///2024/V/0/1/p/4661/005/800/2/w/2048/4661005800_3_1_1.jpg?ts=1706632178761,2024,V,0.0,1.0,30_1_2024_V_0_1.jpg,30_2_2024_V_0_1.jpg,30_3_2024_V_0_1.jpg,stole
https://static.zara.net/photos///2024/V/0/3/p/5624/500/600/2/w/2048/5624500600_6_1_1.jpg?ts=1699622510225,https://static.zara.net/photos///2024/V/0/3/p/5624/500/600/2/w/2048/5624500600_6_2_1.jpg?ts=1699622510416,https://static.zara.net/photos///2024/V/0/3/p/5624/500/600/2/w/2048/5624500600_3_1_1.jpg?ts=1699622510431,2024,V,0.0,3.0,31_1_2024_V_0_3.jpg,31_2_2024_V_0_3.jpg,31_3_2024_V_0_3.jpg,cardigan
https://static.zara.net/photos///2024/V/0/3/p/4805/693/707/2/w/2048/4805693707_6_1_1.jpg?ts=1713426141506,https://static.zara.net/photos///2024/V/0/3/p/4805/693/707/2/w/2048/4805693707_6_2_1.jpg?ts=1713426263531,https://static.zara.net/photos///2024/V/0/3/p/4805/693/707/2/w/2048/4805693707_3_1_1.jpg?ts=1713426264691,2024,V,0.0,3.0,32_1_2024_V_0_3.jpg,32_2_2024_V_0_3.jpg,32_3_2024_V_0_3.jpg,jersey
https://static.zara.net/photos///2024/V/0/2/p/2241/405/500/2/w/2048/2241405500_6_1_1.jpg?ts=1712241669861,https://static.zara.net/photos///2024/V/0/2/p/2241/405/500/2/w/2048/2241405500_6_2_1.jpg?ts=1712241669371,https://static.zara.net/photos///2024/V/0/2/p/2241/405/500/2/w/2048/2241405500_3_1_1.jpg?ts=1712241670028,2024,V,0.0,2.0,33_1_2024_V_0_2.jpg,33_2_2024_V_0_2.jpg,33_3_2024_V_0_2.jpg,chambered nautilus
https://static.zara.net/photos///2023/I/0/3/p/0039/678/800/2/w/2048/0039678800_6_1_1.jpg?ts=1692625465132,https://static.zara.net/photos///2023/I/0/3/p/0039/678/800/2/w/2048/0039678800_6_2_1.jpg?ts=1692625464452,https://static.zara.net/photos///2023/I/0/3/p/0039/678/800/2/w/2048/0039678800_3_1_1.jpg?ts=1692625464746,2023,I,0.0,3.0,34_1_2023_I_0_3.jpg,34_2_2023_I_0_3.jpg,34_3_2023_I_0_3.jpg,jersey
https://static.zara.net/photos///2024/V/1/1/p/2211/310/800/2/w/2048/2211310800_6_1_1.jpg?ts=1705306372176,https://static.zara.net/photos///2024/V/1/1/p/2211/310/800/2/w/2048/2211310800_6_2_1.jpg?ts=1702464885571,https://static.zara.net/photos///2024/V/1/1/p/2211/310/800/2/w/2048/2211310800_3_1_1.jpg?ts=1705308807317,2024,V,1.0,1.0,35_1_2024_V_1_1.jpg,35_2_2024_V_1_1.jpg,35_3_2024_V_1_1.jpg,sandal
https://static.zara.net/photos///2024/W/0/2/p/7545/534/021/2/w/2048/7545534021_6_1_1.jpg?ts=1704963620004,https://static.zara.net/photos///2024/W/0/2/p/7545/534/021/2/w/2048/7545534021_6_2_1.jpg?ts=1704963620252,https://static.zara.net/photos///2023/I/0/2/p/7545/534/021/2/w/2048/7545534021_3_1_1.jpg?ts=1691047050961,2024,W,0.0,2.0,36_1_2024_W_0_2.jpg,36_2_2024_W_0_2.jpg,36_3_2024_W_0_2.jpg,jersey
https://static.zara.net/photos///2024/V/0/2/p/1942/402/505/2/w/2048/1942402505_6_1_1.jpg?ts=1701430657535,https://static.zara.net/photos///2024/V/0/2/p/1942/402/505/2/w/2048/1942402505_6_2_1.jpg?ts=1701430657675,https://static.zara.net/photos///2024/V/0/2/p/1942/402/505/2/w/2048/1942402505_3_1_1.jpg?ts=1701430656987,2024,V,0.0,2.0,37_1_2024_V_0_2.jpg,37_2_2024_V_0_2.jpg,37_3_2024_V_0_2.jpg,wool
https://static.zara.net/photos///2024/V/0/1/p/3666/063/630/2/w/2048/3666063630_1_1_1.jpg?ts=1706880694259,https://static.zara.net/photos///2024/V/0/1/p/3666/063/630/2/w/2048/3666063630_2_1_1.jpg?ts=1706880694502,https://static.zara.net/photos///2024/V/0/1/p/3666/063/630/2/w/2048/3666063630_3_1_1.jpg?ts=1706872583846,2024,V,0.0,1.0,38_1_2024_V_0_1.jpg,38_2_2024_V_0_1.jpg,38_3_2024_V_0_1.jpg,pajama
https://static.zara.net/photos///2024/V/0/1/p/3186/227/300/2/w/3600/3186227300_1_1_1.jpg?ts=1713283183283,https://static.zara.net/photos///2024/V/0/1/p/3186/227/300/2/w/3600/3186227300_2_1_1.jpg?ts=1713283183432,https://static.zara.net/photos///2024/V/0/1/p/3186/227/300/2/w/2400/3186227300_3_1_1.jpg?ts=1713343397071,2024,V,0.0,1.0,39_1_2024_V_0_1.jpg,39_2_2024_V_0_1.jpg,39_3_2024_V_0_1.jpg,pajama
https://static.zara.net/photos///2024/V/0/1/p/6045/022/800/18/w/2048/6045022800_1_1_1.jpg?ts=1713958471407,https://static.zara.net/photos///2024/V/0/1/p/6045/022/800/18/w/2048/6045022800_2_1_1.jpg?ts=1713958470681,https://static.zara.net/photos///2024/V/0/1/p/5520/022/800/2/w/2048/5520022800_3_1_1.jpg?ts=1704789379517,2024,V,0.0,1.0,40_1_2024_V_0_1.jpg,40_2_2024_V_0_1.jpg,40_3_2024_V_0_1.jpg,jean
https://static.zara.net/photos///2024/W/1/2/p/2008/220/800/2/w/2048/2008220800_6_1_1.jpg?ts=1709805868861,https://static.zara.net/photos///2024/W/1/2/p/2008/220/800/2/w/2048/2008220800_6_2_1.jpg?ts=1709805869000,https://static.zara.net/photos///2024/W/1/2/p/2008/220/800/2/w/2048/2008220800_3_1_1.jpg?ts=1709805870520,2024,W,1.0,2.0,41_1_2024_W_1_2.jpg,41_2_2024_W_1_2.jpg,41_3_2024_W_1_2.jpg,Loafer
https://static.zara.net/photos///2024/W/0/1/p/7648/172/800/2/w/2048/7648172800_6_1_1.jpg?ts=1709635992428,https://static.zara.net/photos///2024/W/0/1/p/7648/172/800/2/w/2048/7648172800_6_2_1.jpg?ts=1709635991485,https://static.zara.net/photos///2024/W/0/1/p/7648/172/800/2/w/2048/7648172800_3_1_1.jpg?ts=1709635991535,2024,W,0.0,1.0,43_1_2024_W_0_1.jpg,43_2_2024_W_0_1.jpg,43_3_2024_W_0_1.jpg,abaya
https://static.zara.net/photos///2024/V/0/1/p/1014/308/800/2/w/2048/1014308800_1_1_1.jpg?ts=1709652756720,https://static.zara.net/photos///2024/V/0/1/p/1014/308/800/2/w/2048/1014308800_6_1_1.jpg?ts=1709718661398,https://static.zara.net/photos///2024/V/0/1/p/1014/308/800/2/w/2048/1014308800_3_1_1.jpg?ts=1709718660204,2024,V,0.0,1.0,44_1_2024_V_0_1.jpg,44_2_2024_V_0_1.jpg,44_3_2024_V_0_1.jpg,brassiere
https://static.zara.net/photos///2024/W/0/1/p/2288/886/806/502/w/2048/2288886806_1_1_1.jpg?ts=1714151957508,https://static.zara.net/photos///2024/W/0/1/p/2288/886/806/502/w/2048/2288886806_2_1_1.jpg?ts=1714151976271,https://static.zara.net/photos///2024/V/0/1/p/2288/886/806/2/w/2048/2288886806_3_1_1.jpg?ts=1705672005709,2024,W,0.0,1.0,45_1_2024_W_0_1.jpg,45_2_2024_W_0_1.jpg,45_3_2024_W_0_1.jpg,cloak
https://static.zara.net/photos///2024/V/0/1/p/2753/122/807/2/w/2048/2753122807_1_1_1.jpg?ts=1700645686962,https://static.zara.net/photos///2024/V/0/1/p/2753/122/807/2/w/2048/2753122807_2_1_1.jpg?ts=1700650758524,https://static.zara.net/photos///2024/V/0/1/p/2753/122/807/2/w/2048/2753122807_3_1_1.jpg?ts=1700588671720,2024,V,0.0,1.0,46_1_2024_V_0_1.jpg,46_2_2024_V_0_1.jpg,46_3_2024_V_0_1.jpg,suit
https://static.zara.net/photos///2024/V/0/3/p/1473/573/629/2/w/2048/1473573629_6_1_1.jpg?ts=1700046031865,https://static.zara.net/photos///2024/V/0/3/p/1473/573/629/2/w/2048/1473573629_6_2_1.jpg?ts=1700046031740,https://static.zara.net/photos///2024/V/0/3/p/1473/573/629/2/w/2048/1473573629_3_1_1.jpg?ts=1700046033560,2024,V,0.0,3.0,47_1_2024_V_0_3.jpg,47_2_2024_V_0_3.jpg,47_3_2024_V_0_3.jpg,sweatshirt
https://static.zara.net/photos///2023/V/0/3/p/5507/600/704/2/w/2048/5507600704_6_1_1.jpg?ts=1671119880322,https://static.zara.net/photos///2023/V/0/3/p/5507/600/704/2/w/2048/5507600704_6_2_1.jpg?ts=1671119880202,https://static.zara.net/photos///2023/V/0/3/p/5507/600/704/2/w/1821/5507600704_3_1_1.jpg?ts=1671112800000,2023,V,0.0,3.0,48_1_2023_V_0_3.jpg,48_2_2023_V_0_3.jpg,48_3_2023_V_0_3.jpg,trench coat
https://static.zara.net/photos///2024/V/0/2/p/0840/402/427/2/w/2048/0840402427_6_1_1.jpg?ts=1706119010478,https://static.zara.net/photos///2024/V/0/2/p/0840/402/427/2/w/2048/0840402427_6_2_1.jpg?ts=1706119010837,https://static.zara.net/photos///2024/V/0/2/p/0840/402/427/2/w/1402/0840402427_3_1_1.jpg?ts=1706119010805,2024,V,0.0,2.0,49_1_2024_V_0_2.jpg,49_2_2024_V_0_2.jpg,49_3_2024_V_0_2.jpg,jean
https://static.zara.net/photos///2023/I/0/3/p/2496/689/620/2/w/2048/2496689620_6_1_1.jpg?ts=1689754945696,https://static.zara.net/photos///2023/I/0/3/p/2496/689/620/2/w/2048/2496689620_6_2_1.jpg?ts=1689754946973,https://static.zara.net/photos///2023/I/0/3/p/2496/689/620/2/w/2048/2496689620_3_1_1.jpg?ts=1689844636305,2023,I,0.0,3.0,50_1_2023_I_0_3.jpg,50_2_2023_I_0_3.jpg,50_3_2023_I_0_3.jpg,pencil box
https://static.zara.net/photos///2024/V/0/2/p/1063/406/251/2/w/2048/1063406251_6_1_1.jpg?ts=1708074139445,https://static.zara.net/photos///2024/V/0/2/p/1063/406/251/2/w/2048/1063406251_6_2_1.jpg?ts=1708074139440,https://static.zara.net/photos///2024/V/0/2/p/1063/406/251/2/w/2048/1063406251_3_1_1.jpg?ts=1708074139439,2024,V,0.0,2.0,51_1_2024_V_0_2.jpg,51_2_2024_V_0_2.jpg,51_3_2024_V_0_2.jpg,lab coat
https://static.zara.net/photos///2023/I/0/3/p/6048/558/712/2/w/2048/6048558712_6_1_1.jpg?ts=1690969626202,https://static.zara.net/photos///2023/I/0/3/p/6048/558/712/2/w/2048/6048558712_6_2_1.jpg?ts=1690969623291,https://static.zara.net/photos///2023/I/0/3/p/6048/558/712/2/w/2048/6048558712_3_1_1.jpg?ts=1688464395088,2023,I,0.0,3.0,52_1_2023_I_0_3.jpg,52_2_2023_I_0_3.jpg,52_3_2023_I_0_3.jpg,pajama
https://static.zara.net/photos///2023/I/0/3/p/5350/761/712/2/w/2048/5350761712_6_1_1.jpg?ts=1692859991049,https://static.zara.net/photos///2023/I/0/3/p/5350/761/712/2/w/2048/5350761712_6_2_1.jpg?ts=1692859991524,https://static.zara.net/photos///2023/I/0/3/p/5350/761/712/2/w/2048/5350761712_3_1_1.jpg?ts=1692859994219,2023,I,0.0,3.0,53_1_2023_I_0_3.jpg,53_2_2023_I_0_3.jpg,53_3_2023_I_0_3.jpg,jersey
https://static.zara.net/photos///2024/V/0/1/p/5862/059/811/2/w/2048/5862059811_1_1_1.jpg?ts=1711387259411,https://static.zara.net/photos///2024/V/0/1/p/5862/059/811/2/w/2048/5862059811_2_1_1.jpg?ts=1711387259273,https://static.zara.net/photos///2024/V/0/1/p/5862/059/811/2/w/2048/5862059811_3_1_1.jpg?ts=1707511076020,2024,V,0.0,1.0,56_1_2024_V_0_1.jpg,56_2_2024_V_0_1.jpg,56_3_2024_V_0_1.jpg,jean
https://static.zara.net/photos///2024/V/1/2/p/2283/320/001/2/w/2048/2283320001_6_1_1.jpg?ts=1707984984760,https://static.zara.net/photos///2024/V/1/2/p/2283/320/001/2/w/2048/2283320001_6_2_1.jpg?ts=1707984984847,https://static.zara.net/photos///2024/V/1/2/p/2283/320/001/2/w/2048/2283320001_3_1_1.jpg?ts=1707984984653,2024,V,1.0,2.0,57_1_2024_V_1_2.jpg,57_2_2024_V_1_2.jpg,57_3_2024_V_1_2.jpg,running shoe
